name,address,addr:city,addr:postcode,cuisine,lat,lon,county
Hui Lau Shan,,,,asian;dessert,29.7026108,-95.5535683,Harris
Royal Buffet,,,,chinese,29.7061528,-95.5509363,Harris
Spicy Hunan,Bellaire Boulevard,Houston,77036,chinese,29.7026139,-95.5527575,Harris
Le Lai Catonese Cuisine,,,,chinese,29.7059156,-95.5506517,Harris
Feng Cha,,,,bubble_tea,29.7026121,-95.5535059,Harris
Tofu Village,Bellaire Boulevard,Houston,77036,korean,29.7026205,-95.5525549,Harris
Mensho,Bellaire Boulevard,Houston,77036,ramen,29.702614,-95.552803,Harris
Fu Fu Cafe,,,,chinese,29.7039917,-95.5543213,Harris
Gong Cha,,,,bubble_tea,29.7026092,-95.5536248,Harris
HK Dim Sum,,,,chinese,29.7037087,-95.5543199,Harris
Toyori,Bellaire Boulevard,Houston,77036,ramen,29.7026151,-95.5527096,Harris
Midnight Kabob and Seafood,,,,barbecue,29.7038084,-95.5543222,Harris
Oyster Bar,,,,seafood,29.7031638,-95.5527616,Harris
Tasty Point,,,,chinese,29.7026066,-95.5536791,Harris
Sweet Memes,,,,,29.7075318,-95.5503725,Harris
Lu Xiang Village,,,,chinese,29.7060662,-95.5522189,Harris
Ohn,,,,korean,29.7075419,-95.5497599,Harris
Ishin Udon,,,,japanese,29.7075398,-95.5498372,Harris
Night Market Noodle,,,,ramen,29.7075345,-95.5502177,Harris
Yukdaejang,,,,korean,29.7061335,-95.5522187,Harris
Dipping Tiger,,,,vietnamese,29.7075326,-95.5502986,Harris
The Morii Coffee,,,,coffee_shop,29.7075368,-95.5500006,Harris
Toukei,,,,japanese,29.7075384,-95.5499219,Harris
Saigon Arts Matcha Cafe,,,,bubble_tea,29.7062128,-95.5522201,Harris
House of Bowls,,,,chinese,29.706285,-95.5522166,Harris
Ichiro Sapporo Ramen,,,,ramen,29.7045214,-95.5490108,Harris
PappaRich Malaysian Delights,,,,asian,29.7045221,-95.5490768,Harris
Meet Fresh,,,,taiwanese,29.7045192,-95.5499389,Harris
Chongqing Chicken Pot,,,,chinese,29.7045184,-95.5496985,Harris
Migo Saigon Food Street,,,,vietnamese,29.70452,-95.5498824,Harris
Two Hands Seoul Fresh Corn Dogs,,,,korean,29.7045187,-95.549765,Harris
Tiger Sugar,,,,bubble_tea,29.7045193,-95.5496227,Harris
Soho Chicken,,,,korean,29.704523,-95.5491506,Harris
Lao'd District,,,,thai,29.7045204,-95.5494913,Harris
Captain Bhang,,,,korean,29.7045191,-95.5498262,Harris
Popfancy Dessert Bar,,,,,29.7045223,-95.5494055,Harris
Tom N Toms Coffee,,,,coffee_shop,29.7045223,-95.5493203,Harris
Shi Miao Dao Yunnan Rice Noodle,,,,chinese,29.7045234,-95.5492327,Harris
Honey Pig,,,,korean,29.7065172,-95.5439923,Harris
Central China,,,,chinese,29.7053514,-95.5484113,Harris
Twinkle,,,,bubble_tea,29.70546,-95.5445144,Harris
Dim Sum King,,,,chinese,29.7065752,-95.5440062,Harris
One Dragon,,,,chinese,29.7059418,-95.5476897,Harris
Shanghai Restaurant,,,,chinese,29.7062607,-95.5439911,Harris
Lucky Bento VIP Cuisine,,,,chinese,29.7057082,-95.5465473,Harris
Jang Choong Dong,,,,korean,29.7061993,-95.5439905,Harris
Stone Age Street food Chinese BBQ,,,,barbecue,29.7054754,-95.5465429,Harris
Fuji Tea,,,,bubble_tea,29.7059418,-95.5477544,Harris
Yǐn Tàng,,,,chinese,29.7059414,-95.5478895,Harris
Hunan Plus,,,,chinese,29.7063247,-95.5439922,Harris
Shabu En,,,,asian,29.7059751,-95.5439927,Harris
Kyuramen,,,,ramen,29.706386,-95.5439913,Harris
Turan Uyghur Kitchen,,,,turkish,29.7059364,-95.5480366,Harris
Pak’s Noodle,,,,noodle,29.7064559,-95.5439924,Harris
Golden Time BBQ,Bellaire Boulevard,Houston,77036,chinese;barbecue,29.7053533,-95.5436502,Harris
Elliott’s Table,,,,american,29.779702,-95.4185011,Harris
Pizaro's Pizza Napoletana,,,,pizza,29.7535635,-95.3919524,Harris
Starbucks,,,,coffee_shop,29.7752596,-95.3906218,Harris
Zalat Pizza,West Holcombe Boulevard,Houston,77030,pizza,29.7058657,-95.4132546,Harris
Starbucks,,,,coffee_shop,29.7045761,-95.5153536,Harris
Chuck’s Kitchen,,,,chinese,29.705752,-95.5338278,Harris
Lucky Palace,,,,korean,29.7058349,-95.5348075,Harris
La Cruderia,,,,mexican,29.7053355,-95.5337085,Harris
Tolo Kebab House,Bellaire Boulevard,Houston,77036,middle_eastern;afgan,29.7045808,-95.5153942,Harris
Pizza Patron,,,,pizza,29.7060588,-95.5376524,Harris
The Ranchito #4,,,,mexican,29.7056245,-95.5375566,Harris
Happy Lamb Hot Pot,,,,chinese,29.7057479,-95.534235,Harris
ChixChixPorkPork,,,,korean,29.7057578,-95.5403786,Harris
Pizza Hut,,,,pizza,29.7057594,-95.540489,Harris
Confucius Seafood Restaurant,Bellaire Boulevard,Houston,77036,seafood,29.7057595,-95.540958,Harris
Yellow River,,,,chinese,29.7066854,-95.5507285,Harris
7Spice Cajun Seafood,,,,seafood,29.7873608,-95.7361703,Harris
Me'Khun Delicacies,,,,thai,29.7873644,-95.7363399,Harris
Maikai Hawaiian BBQ,,,,,29.7873673,-95.7364327,Harris
Mafia Sushi,,,,sushi,29.7874809,-95.7360345,Harris
Dumplingholic House,,,,chinese,29.787009,-95.7348399,Harris
Long Coffee,,,,coffee_shop,29.7873681,-95.7365165,Harris
Thaicoon Restaurant and Pub,,,,thai,29.789516,-95.7714997,Harris
Breaktime Tea Lounge & Bánh Mì,,,,,29.7885713,-95.7709273,Harris
Corner99,,,,vietnamese,29.7888562,-95.7708982,Harris
Ding Tea,,,,bubble_tea,29.7893838,-95.7719934,Harris
Pho K,,,,vietnamese,29.789403,-95.7719217,Harris
Blackpearl Seafood Bar,,,,seafood,29.7893444,-95.7708449,Harris
Xi Hot Pot,,,,chinese,29.7892692,-95.7724046,Harris
Bep Nha Pudding,,,,vietnamese,29.7893638,-95.7720666,Harris
3 Little Pigs Ramen,,,,ramen,29.7895352,-95.7713074,Harris
Jarro Cafe,,,,mexican,29.7890996,-95.770869,Harris
Hanshin Pocha,,,,korean,29.7892784,-95.7708502,Harris
Yummy Hu Tieu Nam Yang,,,,vietnamese,29.7894176,-95.7708404,Harris
Love Letter Pizza & Chicken,,,,pizza,29.7893446,-95.7721404,Harris
Tango’s Southern Blends,,,,coffee_shop,29.7892042,-95.7708575,Harris
Lava Coffee,,,,coffee_shop,29.7893188,-95.7722251,Harris
Bao Bao Banh Mi,,,,vietnamese,29.7895356,-95.7712321,Harris
Dim Sum Box,,,,chinese,29.7895056,-95.7708316,Harris
Tastea,,,,bubble_tea,29.7894268,-95.7718484,Harris
Great American Cookies,,,,cookies,29.9399376,-95.7233312,Harris
L3 Craft Coffee,Fry Road,Cypress,77433,coffee_shop,29.9403236,-95.7227696,Harris
Russo's New York Pizzeria,Fry Road,Cypress,77433,pizza,29.9406693,-95.7222772,Harris
Tacos Del Julio,,,,mexican,29.7845026,-95.7929739,Harris
Bonchon Chicken,,,,chicken;korean;sushi,29.7845021,-95.7922371,Harris
Shish Kebab Cafe,,,,,29.7818245,-95.7170473,Harris
Burger King,,,,burger,30.0112964,-95.7999522,Harris
Gauchos Do Sul,,,,,29.7415234,-95.445015,Harris
Great American Cookies,Katy Freeway Frontage Road,,,cookies,29.7810489,-95.5418132,Harris
The Alley,Westheimer Road,Houston,77077,bubble_tea,29.7370245,-95.5963231,Harris
Gen Korean BBQ,Westheimer Road,Houston,77077,korean;barbecue,29.7372646,-95.5963274,Harris
Osha Thai Kitchen,Westheimer Road,Houston,77077,thai,29.7369942,-95.5949652,Harris
Ramen Bar Ichi,South Dairy Ashford Road,Houston,77077,ramen,29.7479107,-95.6051245,Harris
Chick-fil-A,Fannin Street,Houston,77030,chicken,29.7136297,-95.398124,Harris
Just Falafel,West Loop South,,77027,,29.7454901,-95.4562717,Harris
Kasra Persian Grill,Westheimer Road,,77042,persian,29.7360918,-95.5409781,Harris
,Westheimer Road,Houston,77077,ramen,29.737451,-95.5963284,Harris
,,,,,29.9305761,-95.545191,Harris
Eden Plant Co.,Franklin Street,,77201,bagel;coffee_shop;crepe;tea,29.7653928,-95.3661463,Harris
Iguana Joe’s,,,,mexican,29.8069487,-95.1625232,Harris
Barnaby's Cafe,,,,pizza;american,29.8022214,-95.4920848,Harris
Shipley's Donut,,,,donut,29.8027589,-95.4929602,Harris
Aji Robota & Ramen Tomball,,,,japanese,30.1329445,-95.5527901,Harris
Torchy's Tacos,Louetta Rd,,,,29.9996494,-95.5616347,Harris
Starbucks,,,,coffee_shop,29.5416263,-95.1488725,Harris
Fat Tuesday,,,,,29.5418876,-95.1489329,Harris
Wetzel’s Pretzel,,,,,29.5418203,-95.1489153,Harris
Hasta La Pasta,Cypresswood Dr,,,,30.0111313,-95.5125445,Harris
,,,,,29.5422257,-95.1482565,Harris
,,,,,29.542175,-95.1486178,Harris
Auntie Anne's,,,,pretzel,29.542267,-95.1483436,Harris
Hipnotic,,,,coffee_shop,29.5423041,-95.1482969,Harris
Ruby,,,,thai,29.5422383,-95.1484219,Harris
,,,,,29.5421111,-95.1489881,Harris
Alicia's Mexican Grille,Kuykendahl Rd,,,,30.0726162,-95.5106501,Harris
Japanese Ramen Gachi,West Holcombe Boulevard,,77030,japanese;ramen;tea,29.7069519,-95.4121704,Harris
WOK & ROLL Chinese and Sushi Restaurant,Cypress Creek Pkwy G,,,,29.9958712,-95.4863399,Harris
McDonald's,,,,burger,29.8173653,-95.8028054,Harris
La Machaka Tex-Mex,Morton Ranch Road,Katy,77449,mexican,29.8166246,-95.7752643,Harris
Brisket Dog,,,,barbecue,29.8166976,-95.7641134,Harris
Donut Cafe,,,,donut,29.8025036,-95.7607556,Harris
Ella Coffee at M&Co,University Boulevard,West University Place,77005,coffee_shop;italian;pastry;sandwich;breakfast;juice,29.7150485,-95.4333479,Harris
In-N-Out Burger,El Dorado Boulevard,,77598,burger,29.5534203,-95.1503672,Harris
,Woodforest Boulevard,,77015,seafood,29.7902517,-95.1630471,Harris
Baytown Seafood,Woodforest Boulevard,,77015,seafood,29.7902517,-95.1630471,Harris
Little Caesars Pizza,Woodforest Boulevard,,77015,pizza,29.7915416,-95.1877121,Harris
,,,,,29.7398498,-95.266787,Harris
PrimoHoagies,North Highway 6,Houston,77084,sandwich,29.8744648,-95.6448427,Harris
Katy Pizza Kitchen,,,,pizza,29.7836296,-95.7067769,Harris
Subway,East Freeway,,77015,sandwich,29.7694727,-95.1868539,Harris
Taco Cabana,East Freeway,,77015,mexican,29.7713213,-95.184004,Harris
Hobo's,East Freeway,,77015,sandwich,29.7719335,-95.1854303,Harris
,,,,,29.7912954,-95.0903365,Harris
13th Street Bar-B-Que of Cataula,U.S. Hwy 27,Cataula,31804,barbecue,32.6207926,-84.9041965,Harris
Taco Corner,,,,mexican,30.0663398,-95.8586848,Harris
Potbelly Sandwich Shop,Gulf Freeway,,77598,american;sandwich,29.5423606,-95.1403307,Harris
Chick-fil-a,Pearland Parkway,,77089,american;chicken,29.5973848,-95.2669415,Harris
2 Guys 1 Pit BBQ and Catering,Spring Cypress Rd,,,,30.0123547,-95.6022049,Harris
Heights Bulldog Café,,,,,29.7954284,-95.3931374,Harris
Country Chick & Fish New York Syle,U.S. Hwy 27,Cataula,31804,,32.6335111,-84.8935151,Harris
Subway,,,,sandwich,29.7844564,-95.7915102,Harris
Freddy's,,,,ice_cream;burger,29.7844657,-95.7911454,Harris
Golden Chick,Garth Road,,,chicken,29.818352,-94.983257,Harris
Checkers,,,,burger,29.8181859,-94.983838,Harris
Charleys Philly Steaks,,,,sandwich,29.8182561,-94.9829303,Harris
Starbucks,East Orem Drive,Houston,,coffee_shop,29.6281171,-95.3855345,Harris
La Pupusa Loca,Hillcroft Avenue,Houston,77081,latin_american,29.7014051,-95.4926199,Harris
Church's Chicken,,,,chicken,29.924005,-95.2010368,Harris
Pepper Salt,Beechnut Street,Houston,77096,chinese,29.6886681,-95.4753413,Harris
Ahi Poke,Northwest Freeway,Houston,77065,hawaiian,29.9156714,-95.6162232,Harris
Tacos Tec,Northwest Freeway,Houston,77065,mexican,29.9154963,-95.6161457,Harris
Domino's,,,,pizza,29.9511959,-95.4088883,Harris
Taqueria Lola's,,,,mexican,29.9511977,-95.4086852,Harris
P.F. Chang's,Westheimer Road,,77056,asian,29.7398705,-95.4676725,Harris
P.F. Chang's,West Bay Area Boulevard,,77546,asian;chinese,29.5389479,-95.147752,Harris
Acai Brasil,,,,,29.7843465,-95.7048232,Harris
Rustika Cafe & Bakery,,,,,29.7843459,-95.7047771,Harris
Kefita Coffee,La Branch Street,Houston,77002,coffee_shop;ethiopian,29.7433146,-95.3696973,Harris
Steak 'n Shake,North Terminal Road,Houston,77032,burger,29.9855542,-95.3383049,Harris
Bahama Buck's,,,,,29.8116199,-95.3989815,Harris
Nobie's,Colquitt Street,,77098,american,29.735342,-95.4100812,Harris
La La Land Kind Cafe,South Shepherd Drive,,77098,coffee_shop,29.7348835,-95.4108541,Harris
Dripped Birria (Montrose),South Shepherd Drive,,77098,mexican,29.7343797,-95.4109773,Harris
Taquería Vicente (Food Truck),South Shepherd Drive,,77098,mexican,29.7344064,-95.4105774,Harris
Amore,South Shepherd Drive,,77098,italian,29.7360969,-95.4108515,Harris
Gusto Gourmet,South Shepherd Drive,,77098,,29.7362807,-95.4108378,Harris
LongHorn Steakhouse,,,,steak_house,29.9942584,-95.7548621,Harris
,,,,mexican,30.0475151,-95.3871535,Harris
Sushi 9,South Mason Road,Katy,77450,japanese;sushi,29.7553338,-95.7522204,Harris
Taste of Nigeria,Richmond Avenue,Houston,77057,nigerian,29.7310474,-95.4838517,Harris
Two Hands,North Freeway,Spring,77388,corn_dog,30.0725379,-95.4364865,Harris
Roll-em-Up Taquitos,,,,mexican,29.7746515,-95.3879414,Harris
Abdallah's Lebaese Cafe,Katy Freeway Service Road,Houston,77007,lebanese,29.7742711,-95.3879101,Harris
Lin’s Grand Buffet,Farm to Market 1960 Rd,,,chinese,29.986408,-95.4979305,Harris
Drake's Hollywood,Westheimer Road,,77006,steak_house,29.7449029,-95.392926,Harris
Grato Italian Restaurant,FM 529,Cypress,77433,italian,29.8789711,-95.7244801,Harris
The Boba Shop,North Freeway,Spring,77388,asian;bubble_tea,30.0722259,-95.4364152,Harris
Chocho Hot Pot Katy Premium All You Can Eat,Mercantile Parkway,Katy,77449,asian;chinese;hotpot,29.7895674,-95.7668256,Harris
Gauchos Do Sul,West Grand Parkway South,Katy,77494,steak_house;brazilian,29.7669755,-95.777397,Harris
Mariscos,,,,,29.7663071,-95.7772786,Harris
Laredo Taco Company,,,,tex-mex,29.8068431,-94.9656143,Harris
The Cuppo Coffee & Tea - Jersey Village,Jones Road,Jersey Village,77065,coffee_shop,29.902576,-95.5850595,Harris
Las Tortas Perronas,Bingle Road,Houston,77080,mexican,29.8046689,-95.5013011,Harris
Jack in the Box,,,,burger,29.7035451,-95.5715355,Harris
My Fir Foods,,,,,29.7752456,-95.3904608,Harris
Cicis Pizza,Farm to Market 1960 Rd,,,,29.9863363,-95.498081,Harris
Hayat Cafe,Westheimer Road,Houston,77063,turkish,29.7363657,-95.5250244,Harris
El Kiosko #13,Cypresswood Drive,Spring,77388,mexican,30.0540715,-95.434712,Harris
Che Gaucho,West Main Street,Tomball,77375,argentinian,30.0951303,-95.619877,Harris
Beikos,Southwest Freeway Frontage Road,Houston,77074,turkish,29.7132122,-95.5041842,Harris
Lucy,Southwest Freeway Frontage Road,Houston,77074,ethopian,29.7133476,-95.5041731,Harris
Tau Bay,Southwest Freeway Frontage Road,Houston,77074,vietnamese,29.6915944,-95.530263,Harris
Afrikiko,Bissonnet Street,Houston,77036,african;west_african,29.6743899,-95.5466475,Harris
Omelette & Waffle,Beechnut Street,Houston,77036,breakfast,29.6912206,-95.5340651,Harris
Little Caesars Pizza,Center Street,,77536,,29.6908357,-95.1230933,Harris
Adulis,Bellaire Boulevard,Houston,77081,eritrean,29.7071428,-95.4842231,Harris
Shipley Do-Nuts,Bissonnet Street,Bellaire,77401,donut,29.7051618,-95.4713429,Harris
Gold Tooth Tony’s Detroit Pizza,Bellaire Boulevard,Bellaire,77401,pizza,29.7051626,-95.4712768,Harris
,,,,,29.7371997,-95.5040708,Harris
Mad Dogs,,,,hot_dog,29.7376578,-95.5722344,Harris
Cocoa Cookie Bar,,,,,29.737647,-95.5728062,Harris
,,,,,29.7943828,-95.5223281,Harris
JuiceWell,,,,juice,29.7324159,-95.4378535,Harris
Little Jimmy's Deli,,,,sandwich,29.7324243,-95.4375997,Harris
Mia Bella Trattoria,,,,italian,29.7324243,-95.4381428,Harris
Tacos A Go Go,,,,mexican,29.7324229,-95.4376757,Harris
Koko Cafe,,,,pizza;chicken;korean,29.7164689,-95.3949106,Harris
Coco Crepes & Coffee,Vintage Park Boulevard,Houston,,crepe;coffee_shop;waffle,29.9945853,-95.5724309,Harris
Coffee Fellows,Bissonnet St,,,coffee_shop,29.7094738,-95.4649053,Harris
Fainmous BBQ,Oliver Street,Houston,77007,barbecue,29.7708078,-95.3863641,Harris
vacant,,,,,29.7708056,-95.3859688,Harris
Layne's Chicken Fingers,,,,chicken,29.8138273,-95.4291123,Harris
Urban Bird - Hot Chicken,Grand Parkway,,77388,chicken,30.0851391,-95.4495636,Harris
Craft Grill - Breakfast Club,,,,,30.1279439,-95.5545815,Harris
World of Sourdough,,,,sandwich;soup;salad,29.7748583,-95.38842,Harris
First Watch,,,,american;breakfast,29.7748647,-95.3882359,Harris
Tout Suite,Fannin Street,Houston,77002,coffee_shop,29.752239,-95.3668371,Harris
Five Guys,,,,burger,29.9683734,-95.5324993,Harris
Cafe Adel,San Felipe Street,Houston,77057,bosnian,29.749154,-95.4971248,Harris
Pizza Hut,North Fry Road,,77449,pizza,29.8496437,-95.7182008,Harris
Reggae Hut,Almeda Road,Houston,77004,caribbean,29.7265514,-95.3776957,Harris
Press Waffle Co.,Smith Street,Houston,77002,coffee_shop;pasta,29.7631385,-95.3647591,Harris
Corner Bakery,Main Street,Houston,77002,coffee_shop,29.7569524,-95.3652551,Harris
Little Caesars,,,,pizza,29.8507189,-95.7180819,Harris
Pizza Hut,,,,pizza,29.704216,-95.5715505,Harris
Wendy's,,,,,29.7939383,-95.8014306,Harris
Gee's Mini Pancakes,Louetta Road,Spring,77388,pancake;dessert,30.0410422,-95.4866052,Harris
Madras Curry House,FM 2920,Spring,77388,indian,30.0709635,-95.4738188,Harris
Subway,FM 2920,Spring,77388,sandwich,30.0709631,-95.4741826,Harris
The BobaShop,FM 2920,Spring,77388,bubble_tea,30.070963,-95.474327,Harris
Gran Colombia,FM 2920,Spring,77388,colombian,30.074485,-95.498919,Harris
Beans & Brews,FM 2920,Spring,77388,coffee_shop,30.0744691,-95.4987129,Harris
La Casa del Abuelo,FM 2920,Spring,77388,mexican,30.0744687,-95.4986271,Harris
Tara Grill,FM 2920,Spring,77388,pakistani;american,30.0744683,-95.4985244,Harris
Belly of the Beast,FM 2920,Spring,77388,mexican,30.0744669,-95.4982004,Harris
RaKuu Sushi Bar,FM 2920,Spring,77388,sushi,30.0744663,-95.4980673,Harris
CoffeeTrend,South Braeswood Boulevard,Houston,77025,coffee_shop,29.6898161,-95.4429483,Harris
La Tazza Specialty Coffee,Stella Link Road,Houston,77025,coffee_shop,29.6926465,-95.4393486,Harris
Chipotle,Eldridge Parkway,Houston,77082,mexican,29.734795,-95.6242478,Harris
Pizza Patrón,Eldridge Parkway,Houston,77082,pizza,29.734875,-95.6242453,Harris
Charleys Philly Steaks,,,,sandwich,29.7349397,-95.6242432,Harris
Little Caesers,Red Bluff Road,,77506,,29.695895,-95.1745347,Harris
Weinerschnitzel,,,,hot_dog,29.7189398,-95.6447502,Harris
Shipley Do-Nuts,,,,donut,29.8792551,-95.7205075,Harris
La Reyna Tortilleria,,,,mexican,29.8792653,-95.7207492,Harris
Subway,,,,sandwich,29.8784097,-95.7214679,Harris
Roy's Breakfast & Lunch,,,,,29.8804491,-95.7190306,Harris
Taqueria Michoacan,,,,mexican,29.9365663,-95.4827207,Harris
,,,,burger,29.7252016,-95.5544093,Harris
Tacos El Suave,,,,mexican,29.936005,-95.4975248,Harris
,,,,barbecue,29.8803063,-95.5979399,Harris
"Q Wings, Seafood, & Boba",Bissonnet Street,Houston,77074,wings;seafood,29.6899977,-95.5014838,Harris
Kolache Factory,,,,,29.816364,-95.7725384,Harris
Lo Nuevo De Jalisco,South Willow Drive,Houston,77035,mexican,29.6525557,-95.475691,Harris
IKEA Restaurant,,,,swedish,29.7855293,-95.4722962,Harris
IKEA Bistro,,,,swedish,29.785726,-95.4719299,Harris
The Gyro Guys,,,,,29.6934851,-95.4116513,Harris
Denna's Donuts,,,,donut,29.9655662,-95.3984335,Harris
Raising Cane's Chicken Fingers,Wallisville Road,,77049,chicken,29.8077092,-95.1698728,Harris
Dave's Hot Chicken,Wallisville Road,,77049,chicken,29.8079561,-95.1690134,Harris
Taquitos Sam Liis,,,,mexican,29.8572872,-95.3844058,Harris
Las Perras Cafe,Harrisburg Boulevard,Houston,77003,coffee_shop,29.7483085,-95.3407725,Harris
Domino's,,,,pizza,29.902891,-95.3310976,Harris
Chuck E. Cheese,,,,pizza,30.0198648,-95.4268121,Harris
JLB Eatery,,,,,29.9338025,-95.5845857,Harris
Dish Society,,,,,29.7904979,-95.3987269,Harris
Nan Xiang Express,Farm to Market 1960 Road West,Houston,77065,chinese,29.9184229,-95.6134996,Harris
Shipley Do-Nuts,"7211 Atascocita Rd Humble, TX",,77346,donut,29.9970851,-95.1685491,Harris
Shipley Do-Nuts,,,,donut,29.9991861,-95.192453,Harris
Chili’s Bar And Grill,,,,,30.0068823,-95.266276,Harris
Popeyes,,,,,30.0054842,-95.2660046,Harris
El Pollo Loco,,,,,30.0043851,-95.2786592,Harris
HB Japanese Sushi And Steak House,,,,,30.004336,-95.2794623,Harris
Italiano’s,,,,,30.0038978,-95.151417,Harris
Best Donuts,,,,donut,30.0040451,-95.152725,Harris
Sweet Escape,,,,,29.9826538,-95.1684677,Harris
Subway,West Lake Houston Parkway,Humble,77346,sandwich,30.0005897,-95.1637484,Harris
Qdoba,FM 1960 East,,77346,mexican,30.00009,-95.1635264,Harris
Sonic,,,,,30.0196017,-95.1093544,Harris
Tai Li Chinese Restaurant,,,,,30.0040932,-95.15338,Harris
Popeyes,,,,chicken,29.9971013,-95.1624638,Harris
Angry Crab Shack,FM 1960,Atascocita,77346,seafood,29.998987,-95.1730409,Harris
Taco’s Flores,,,,mexican,29.9987259,-95.2032009,Harris
,,,,,29.9996055,-95.1923046,Harris
Burger King,,,,burger,29.9785521,-95.2605859,Harris
Taco Bell,,,,tex-mex,29.9978066,-95.1679892,Harris
Wendy's,,,,burger,29.9978174,-95.168426,Harris
Noodle House - Bun Bo Hue,,,,noodle,29.9166147,-95.4901727,Harris
Pho Dung 3 - Vietnamese Noodle House & Restaurant,,,,vietnamese,29.9161187,-95.4892703,Harris
Flakey's Pizza,Milby Street,Houston,77003,pizza,29.7414637,-95.3422742,Harris
Liberty Grill,Smith Street,Houston,77002,,29.7518493,-95.3735476,Harris
Church's Chicken,,,,chicken,29.9205147,-95.4459529,Harris
La Palapa Mexican Cafe,,,,mexican,29.9275621,-95.4530795,Harris
CP Seafood & Daiquiri Bar,,,,seafood,29.9212605,-95.4480672,Harris
Tacos Los Gemelos,,,,mexican,29.9283324,-95.4536228,Harris
Sabores Venezolano,Westheimer Road,Houston,77077,venezuelan,29.7354314,-95.6294681,Harris
Sabores Venezolano,Westheimer Road,Houston,77063,venezuelan,29.7379419,-95.5264008,Harris
Cafe 101,Bellaire Boulevard,,,,29.7042745,-95.5544831,Harris
Subway,,,,sandwich,29.9025449,-95.3146733,Harris
Wingstop,,,,wings,29.9019205,-95.3138862,Harris
Las Quesadillas,,,,mexican,29.901785,-95.334693,Harris
Hippo Burgers,,,,burger,29.9027453,-95.3502315,Harris
Shipley Do-Nuts,,,,donut,29.9028525,-95.3387476,Harris
Spicy House,Farm to Market 1960 Rd W,,77065,asian,29.92172,-95.6059623,Harris
Backyard Grill,Jones Road,Houston,77065,burger;american;beer,29.9094411,-95.5858023,Harris
Backyard Grill To-Go Entrance,,,,,29.9095563,-95.5859513,Harris
Pizza Hut,,,,pizza,29.7947353,-95.7187303,Harris
Dutch Bros. Coffee,FM 1960 Rd W,Houston,77065,coffee_shop,29.9201685,-95.6072431,Harris
Urban Bird Hot Chicken,FM 1960 Rd W,Houston,77065,chicken;american,29.9204278,-95.6064031,Harris
V&K Donuts,,,,donut,29.9026857,-95.5850291,Harris
Gyro Hut,San Felipe Street,Houston,77057-3433,mediterranean,29.7489948,-95.4842811,Harris
Phat Eatery,Colonial Parkway,Katy,77449,malaysian,29.7933987,-95.7741974,Harris
Mrs. Donuts,Memorial Drive,Houston,77079,donut,29.7706762,-95.611632,Harris
Veteran Brew Coffee Company,Atascocita Road,Humble,77346-2846,coffee_shop,29.9871477,-95.1977096,Harris
Bea's Kitchen,US 59 (Eastex Freeway) HOV/HOT lane,Humble,77338,filipino,29.9990498,-95.2722748,Harris
RoadRunners Coffee Drive Thru,Huffmeister Road,Houston,77095,coffee_shop,29.916273,-95.6299739,Harris
Craft Grill - Breakfast Club,Kuykendahl Road,,,diner,30.1279767,-95.5544947,Harris
Soju 101,Colonial Parkway,Katy,77449,korean,29.7935002,-95.7730861,Harris
Chung Wang BBQ,Colonial Parkway,Katy,77449,chinese,29.793543,-95.7742029,Harris
Mala Sichuan Bistro,Colonial Parkway,katy,77449,chinese,29.7925144,-95.7729819,Harris
Hong Kong Food Street,Colonial Parkway,Katy,77449,chinese,29.7935097,-95.7715942,Harris
PJ's Coffee of New Orleans,Katy Fort Bend Road,Katy,77494,coffee_shop,29.7896448,-95.8021802,Harris
Talespin Pizza,Katy Freeway Frontage Road,Houston,77043,pizza,29.78545,-95.5819297,Harris
Nate's Diner,,,,american,29.9489987,-95.4693871,Harris
Yanceys Fried Lobster and Waffle,Westheimer Road,Houston,77082,,29.7338497,-95.6514864,Harris
EZ Backyard Bar B Q,West 18th Street,Houston,77008,barbecue,29.8019547,-95.4120491,Harris
EZ Backyard Bar B Q,Cullen Boulevard,Houston,77023-3046,barbecue,29.7372171,-95.3402594,Harris
EZ Backyard Bar B Q,T C Jester Boulevard,Houston,77091,barbecue,29.84518,-95.4593116,Harris
Tsukiji Fusion Sushi - Katy,Katy Freeway,Katy,77494,,29.7843917,-95.7946239,Harris
Gyro King,,,,,29.924862,-95.5994996,Harris
Firehouse Subs,,,,sandwich,29.9240692,-95.5991669,Harris
Whataburger,,,,burger,29.9328727,-95.5858226,Harris
Starbucks,Eastex Freeway,,,,30.0083093,-95.2705598,Harris
Sushi Choo Choo,,,,sushi,29.9238365,-95.5997007,Harris
Two Hands Fresh Corn Dogs,,,,,29.9239108,-95.5995639,Harris
Black Rifle Coffee Company,,,,coffee_shop,29.9330702,-95.5853828,Harris
Potbelly,,,,sandwich,29.9977426,-95.1707564,Harris
Sonic,,,,burger,29.9307275,-95.3549879,Harris
El Dorado Taqueria,,,,mexican,29.9320659,-95.4135186,Harris
Las Dos Huastecas,,,,mexican,29.923262,-95.449084,Harris
Wendy's,,,,burger,29.9648882,-95.435909,Harris
Veganism Htx,Cypresswood Drive,Spring,77373,cajun,30.062641,-95.393257,Harris
Patis & Toyo,,,,filipino;asian,29.7882419,-95.7723221,Harris
Kizuki,,,,japanese;ramen;asian,29.788322,-95.7724553,Harris
Black Rock Coffee Bar,,,,coffee_shop,29.8310118,-95.7722924,Harris
